,0,1,2,3,4,5,6,7
0,0.8237610764686577,0.0,0.04539385847797063,0.006382978723404258,0.0,0.21739130434782605,0.8461538461538463,1.0
1,0.15917295700689205,0.9720670391061453,0.9198931909212282,0.15319148936170213,1.0000000000000002,0.13043478260869557,0.23076923076923067,2.0
2,0.8319658680669512,0.011173184357541895,0.04539385847797063,0.002127659574468088,0.0,0.21739130434782605,0.4615384615384615,1.0
3,0.8680669510994422,0.025139664804469268,0.0053404539385847605,0.0,0.00684931506849315,0.08695652173913038,0.6153846153846154,1.0
4,0.8467344929438793,0.016759776536312852,0.012016021361815746,0.0,0.00684931506849315,0.0,0.30769230769230765,1.0
5,0.7302264522481129,0.002793296089385472,0.04539385847797063,0.010638297872340427,0.00684931506849315,0.30434782608695643,0.5384615384615383,1.0
6,0.16409583196586808,1.0,0.8731642189586114,0.14468085106382977,0.06780821917808219,0.3478260869565216,0.07692307692307693,2.0
7,0.16245487364620936,0.9720670391061453,0.8998664886515353,0.15106382978723404,0.06872146118721462,0.08695652173913038,0.07692307692307693,2.0
8,0.1526091237282573,0.9888268156424581,0.8798397863818423,0.1404255319148936,0.06917808219178083,0.04347826086956508,0.1538461538461539,2.0
9,0.0,0.5418994413407822,0.9666221628838451,0.3148936170212766,0.21917808219178084,0.5652173913043478,0.5384615384615383,3.0
10,0.016409583196586752,0.558659217877095,0.9933244325767691,0.3191489361702128,0.22602739726027402,0.9999999999999999,1.0,3.0
11,0.021332458155562783,0.5642458100558659,1.0000000000000002,0.3319148936170213,0.22146118721461192,0.7391304347826085,0.5384615384615383,3.0
12,0.009845749917952007,0.553072625698324,0.9666221628838451,0.32553191489361705,0.22374429223744294,0.8260869565217389,0.7692307692307694,3.0
13,0.019691499835904125,0.5446927374301677,0.9799732977303072,0.32340425531914896,0.22831050228310504,0.6521739130434782,0.6923076923076923,3.0
14,0.5644896619625862,0.4497206703910614,0.6595460614152202,0.9999999999999999,0.011415525114155257,0.0,0.0,4.0
15,0.5743354118805383,0.4581005586592179,0.6929238985313751,0.08085106382978723,0.018264840182648408,0.08695652173913038,0.07692307692307693,4.0
16,0.5710534952412208,0.4525139664804469,0.6662216288384513,0.07851063829787235,0.02511415525114155,0.04347826086956508,0.07692307692307693,4.0
17,0.5726944535608797,0.4636871508379888,0.6795727636849133,0.07680851063829787,0.013698630136986308,0.17391304347826075,0.23076923076923067,4.0
18,0.5677715786019034,0.4497206703910614,0.6862483311081442,0.08085106382978723,0.020547945205479458,0.21739130434782605,0.1538461538461539,4.0
19,0.9999999999999999,0.008379888268156423,0.0,0.0,0.00684931506849315,0.17391304347826075,0.5384615384615383,1.0
20,0.2852,0.2223,0.1549,0.1699,0.1121,0.0256,0.0175,3.0
21,0.7416,0.03,0.014,0.012,0.0146,0.013,0.0109,1.0
